_id,No. de proceso,Tipo proceso,Despacho judicial actual,Jurisdicción,Valor pretensión
3497,2024-00058,Ordinario Laboral,JUZGADO 017 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 97.646.543
3498,2024-00251,Nulidad y Restablecimiento del Derecho,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 38.428.901.453
3499,2023-00040,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 177.591.201
3500,2023-00133,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 29.502.103
3501,2023-00111,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 105.172.810
3502,2024-00057,Ordinario Laboral,JUZGADO 017 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3503,2024-00074,Nulidad y Restablecimiento del Derecho,JUZGADO 006 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3504,2023-00127,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO DE CALI,Administrativo,$ 92.784.509
3505,2023-00175,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3506,2019-00269,Ejecutivo,JUZGADO 014 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3507,2022-00551,Ejecutivo Laboral,JUZGADO 2 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3508,2024-00085,Reparacion Directa,JUZGADO 001 ADMINISTRATIVO DE CALI,Administrativo,$ 252.741.013
3509,2024-00101,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 63.698.000
3510,2023-00296,Reparacion Directa,TRIBUNAL ADMINISTRATIVO DE CUNDINAMARCA SECCION TERCERA,Administrativo,$ 41.901.756.416
3511,2023-00268,Nulidad y Restablecimiento del Derecho,JUZGADO 12 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3512,2023-00223,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3513,2024-00106,Nulidad y Restablecimiento del Derecho,JUZGADO 2 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3514,2024-00137,Acción de Cumplimiento,JUZGADO 007 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3515,2024-00167,Acción de Cumplimiento,JUZGADO 029 ADMINISTRATIVO SECCIÓN SEGUNDA,Administrativo,$ 0
3516,2024-00068,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 0
3517,2024-00048,Reparacion Directa,JUZGADO 007 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 264.447.952
3518,2023-00218,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 8.307.995
3519,2024-00129,Ordinario Laboral,JUZGADO 015 LABORAL DEL CIRCUITO DE ORALIDAD DE CALI,Laboral,$ 21.000.000
3520,2023-00251,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3521,2024-00044,Ordinario Laboral,JUZGADO 019 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 113.291.602
3522,2024-00126,Nulidad y Restablecimiento del Derecho,JUZGADO 2 ADMINISTRATIVO DE CALI,Administrativo,$ 6.616.746
3523,2024-00050,Ordinario Laboral,JUZGADO 013 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 81.937.164
3524,2024-00140,Fuero Sindical,JUZGADO 016 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3525,2024-00140,Acción Popular,JUZGADO 015 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3526,2023-00296,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 114.032.360
3527,2024-00016,Ordinario Laboral,JUZGADO 020 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 585.436.288
3528,2023-00289,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 164.579.648
3529,2024-00013,Ordinario Laboral,JUZGADO 020 LABORAL DEL CIRCUITO JUDICIAL DE CALI,Laboral,$ 600.706.944
3530,2023-00337,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DE CALI,Administrativo,$ 1.496.607
3531,2023-00272,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3532,2024-00398,Control de Legalidad,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 0
3533,2024-00130,Acción de Cumplimiento,JUZGADO 004 ADMINISTRATIVO DEL CIRCUITO DE ARMENIA,Administrativo,$ 0
3534,2023-00330,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 49.063.064
3535,2024-00135,Acción de Cumplimiento,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 74.437.000
3536,2023-00187,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 0
3537,2024-00010,Ordinario Laboral,JUZGADO 020 LABORAL CIRCUITO DE CALI,Laboral,$ 0
3538,2023-00206,Reparacion Directa,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 1.505.143.040
3539,2023-00332,Nulidad y Restablecimiento del Derecho,JUZGADO 006 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 2.189.448
3540,2024-00039,Nulidad y Restablecimiento del Derecho,JUZGADO 015 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3541,2023-00101,Ordinario Laboral,JUZGADO 10 LABORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3542,2024-00243,Ordinario Laboral,JUZGADO 7 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3543,2024-00028,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 879.729
3544,2024-00136,Nulidad y Restablecimiento del Derecho,JUZGADO 021 CONTENCIOSO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 72.761.360
3545,2023-00224,Reparacion Directa,JUZGADO 16 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3546,2021-00623,Verbales,JUZGADO 015 CIVIL MUNICIPAL DE CALI,Civil,$ 0
3547,2024-00079,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3548,2024-00062,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3549,2024-00067,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 3.758.160
3550,2024-00390,Pertenencia,JUZGADO 021 CIVIL MUNICIPAL DE CALI,Civil,$ 19.278.000
3551,2024-00096,Acción Popular,JUZGADO 004 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3552,2024-00407,Control de Legalidad,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 0
3553,2024-00282,Ordinario Laboral,Juzgado 021 Laboral del Circuito de Cali,Laboral,$ 68.985.187
3554,2024-00026,Reparacion Directa,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 622.500.000
3555,2024-00068,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 3.758.160
3556,2024-00028,Nulidad y Restablecimiento del Derecho,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 3.990.629
3557,2023-00294,Nulidad y Restablecimiento del Derecho,JUZGADO 9 ADMINISTRATIVO DE CALI,Administrativo,$ 18.630.512
3558,2024-00143,Acción Popular,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3559,2024-00115,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.758.160
3560,2024-00103,Reparacion Directa,JUZGADO 015 ADMINISTRATIVO DE CALI,Administrativo,$ 4.938.400
3561,2023-00376,Reparacion Directa,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 188.809.440.000
3562,2024-41210100116652,Conciliación Extrajudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 30.428.053
3563,2024-00148,Nulidad y Restablecimiento del Derecho,JUZGADO 001 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 21.997.127
3564,2024-00127,Reparacion Directa,JUZGADO 008 ADMINISTRATIVO DE CALI,Administrativo,$ 720.000.000
3565,2022-00375,Fuero Sindical,JUZGADO 019 LABORAL CIRCUITO DE CALI,Laboral,$ 0
3566,2024-41210100118262,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 40.630.023
3567,2022-00296,Verbales,JUZGADO 018 CIVIL DEL CIRCUITO DE CALI,Civil,$ 0
3568,2023-00235,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3569,2024-00137,Acción Popular,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3570,2024-412010100118282,Conciliación Extrajudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 40.630.023
3571,2024-41210100117982,Conciliación Extrajudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 9.261.796
3572,2024-41210100118472,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 1.369.062.500
3573,2024-41210100118602,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 7.122.509
3574,2024-00053,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 120.419.703
3575,2024-00089,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.792.374
3576,2024-00133,Ejecutivo,JUZGADO 008 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 34.395.067
3577,2024-00146,Nulidad y Restablecimiento del Derecho,Juzgado 021 Administrativo del Circuito de Cali,Administrativo,$ 15.430.000
3578,2019-00067,Ejecutivo Laboral,Juzgado 021 Laboral del Circuito de Cali,Laboral,$ 0
3579,2024-00264,Ordinario Laboral,JUZGADO 005 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 63.805.538
3580,2023-00205,Acción Popular,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 0
3581,2023-00158,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 149.180.310
3582,2024-00129,Reparacion Directa,JUZGADO 021 CONTENCIOSO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 890.000.000
3583,2023-00029,Verbales,JUZGADO 015 CIVIL MUNICIPAL DE CALI,Civil,$ 0
3584,2024-41210100120262,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 7.747.633
3585,2024-41210100120352,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 27.672.015
3586,2024-00038,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3587,2023-00250,Reparacion Directa,JUZGADO 001 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 696.000.000
3588,2024-00134,Acción Popular,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3589,2024-00049,Ordinario Laboral,JUZGADO 016 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3590,2024-41210100120332,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 381.972.013
3591,2021-00069,Nulidad y Restablecimiento del Derecho,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 46.154.934
3592,2024-00048,Ordinario Laboral,JUZGADO 016 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 87.162.804
3593,2024-00178,Ordinario Laboral,JUZGADO 014 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3594,2024-00046,Ordinario Laboral,JUZGADO 016 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 58.252.754
3595,2024-00166,Acción de Cumplimiento,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3596,2024-00156,Acción Popular,JUZGADO 001 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3597,2024-00152,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 77.203.514
3598,2023-00160,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 14.573.975
3599,2023-00175,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 239.734.068
3600,2023-00308,Reparacion Directa,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 382.280.000
3601,2024-00063,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.758.160
3602,2024-00074,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.758.160
3603,2024-00154,Acción Popular,JUZGADO 005 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3604,2024-00027,Nulidad Simple,JUZGADO 2 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3605,2024-00152,Acción Popular,JUZGADO 2 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3606,2024-00099,Ordinario Laboral,JUZGADO 011 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 52.000.000
3607,2024-00024,Nulidad y Restablecimiento del Derecho,JUZGADO 12 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3608,2024-00064,Nulidad y Restablecimiento del Derecho,JUZGADO 12 ADMINISTRATIVO DE CALI,Administrativo,$ 3.758.160
3609,2024-00057,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.770.256
3610,2024-00068,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.758.160
3611,2023-00265,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 90.228.880
3612,2024-00191,Ordinario Laboral,JUZGADO 022 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 0
3613,2022-00058,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3614,2024-00019,Reparacion Directa,JUZGADO 013 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 130.000.000
3615,2024-00163,Acción de Cumplimiento,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3616,2024-00192,Ordinario Laboral,JUZGADO 022 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 50.000.000
3617,2024-00070,Reparacion Directa,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 238.474.880
3618,2023-00275,Nulidad y Restablecimiento del Derecho,JUZGADO 018 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 53.460.164
3619,2023-00308,Nulidad y Restablecimiento del Derecho,JUZGADO 018 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 52.287.640
3620,2024-00486,Control de Legalidad,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 0
3621,2023-00322,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 16.835.780
3622,2023-00277,Nulidad y Restablecimiento del Derecho,JUZGADO 18 ADMINISTRATIVO DE CALI,Administrativo,$ 31.780.820
3623,2023-00278,Nulidad y Restablecimiento del Derecho,JUZGADO 18 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3624,2023-00958,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 13.617.941.424
3625,2023-00128,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 30.733.196
3626,2023-00227,Recuro extraordinario de revision,CONSEJO DE ESTADO 6 SALA CONTENCIOSO ADMINISTRATIVA SECCIÓN PRIMERA,Administrativo,$ 0
3627,2024-00480,Control de Legalidad,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 0
3628,2024-00468,Control de Legalidad,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 0
3629,2024-00166,Acción Popular,JUZGADO 015 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3630,2024-00025,Nulidad Simple,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 0
3631,2024-00045,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 650.000.000
3632,2024-00162,Pertenencia,JUZGADO 007 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE CALI,Civil,$ 0
3633,2022-00246,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3634,2024-00065,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 7.492.432
3635,2024-00085,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 3.758.160
3636,2023-00286,Nulidad y Restablecimiento del Derecho,JUZGADO 18 ADMINISTRATIVO DE CALI,Administrativo,$ 13.494.587
3637,2023-00291,Reparacion Directa,JUZGADO 18 ADMINISTRATIVO DE CALI,Administrativo,$ 483.069.408
3638,2023-00222,Reparacion Directa,JUZGADO 018 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 609.457.024
3639,2024-00061,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 3.758.160
3640,2023-00282,Nulidad y Restablecimiento del Derecho,JUZGADO 018 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 172.905.808
3641,2023-00139,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 19.825.566
3642,2024-00068,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 3.758.160
3643,2024-41210100123962,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 49.898.510
3644,2024-00073,Nulidad y Restablecimiento del Derecho,Juzgado 013 Oral Administrativo del Circuito de Cali,Administrativo,$ 3.758.160
3645,2024-00036,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 2.234.752
3646,2024-41210100123972,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 27.672.015
3647,2024-00173,Acción Popular,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3648,2023-00242,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 15.048.280
3649,2023-00217,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3650,2023-00290,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE CALI,Administrativo,$ 266.888.668
3651,2024-41210100125012,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 2.155.129.580
3652,2024-00111,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 200.000.000
3653,2024-00496,Control de Legalidad,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 0
3654,2024-00127,Nulidad y Restablecimiento del Derecho,JUZGADO 001 ADMINISTRATIVO DE CALI,Administrativo,$ 35.056.961.412
3655,2024-00003,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE CALI,Administrativo,$ 38.838.384
3656,2022-00467,Ordinario Laboral,JUZGADO 015 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 23.890.978
3657,2024-00030,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 49.717.412
3658,2024-00037,Reparacion Directa,JUZGADO 017 ADMINISTRATIVO DE CALI,Administrativo,$ 232.746.720
3659,2024-00345,Ordinario Laboral,JUZGADO 5 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 341.793.676
3660,2024-00382,Ordinario Laboral,JUZGADO 009 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 340.718.565
3661,2023-00195,Ordinario Laboral,JUZGADO 016 LABORAL DEL CICUITO DE CALI,Laboral,$ 9.702.262
3662,2024-00164,Acción Popular,JUZGADO 019 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 0
3663,2024-00059,Nulidad y Restablecimiento del Derecho,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 3.758.160
3664,2024-00073,Nulidad y Restablecimiento del Derecho,JUZGADO 014 ADMINISTRATIVO DE CALI,Administrativo,$ 3.758.160
3665,2024-00054,Reparacion Directa,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 331.390.397
3666,2024-00142,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
3667,2024-00062,Nulidad y Restablecimiento del Derecho,JUZGADO 014 ADMINISTRATIVO DE CALI,Administrativo,$ 3.758.160
3668,2024-00127,Reparacion Directa,JUZGADO 020 ADMINISTRATIVO DE CALI,Administrativo,$ 478.571.832
3669,2024-00047,Reparacion Directa,JUZGADO 014 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 88.752.304
3670,2023-00069,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 112.749.591
3671,2024-00522,Acción de Cumplimiento,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 0
3672,2024-00421,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO,Administrativo,$ 16.998.346.518
3673,2024-00289,Ordinario Laboral,JUZGADO 005 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 26.000.000
3674,2024-41210100127592,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 10.000.000
3675,2024-00171,Acción de Cumplimiento,JUZGADO 005 ADMINISTRATIVO DE CALI,Administrativo,$ 0
3676,2024-00161,Nulidad y Restablecimiento del Derecho,Juzgado 021 Administrativo del Circuito de Cali,Administrativo,$ 650.000.000
3677,2024-00210,Ordinario Laboral,JUZGADO 010 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 34.421.639
3678,2024-00165,Verbales,JUZGADO 012 CIVIL DEL CIRCUITO DE ORALIDAD DE CALI,Civil,$ 38.350.271
3679,2024-41210100127552,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 21.450.000
3680,2023-00151,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 0
3681,2024-00102,Nulidad y Restablecimiento del Derecho,JUZGADO 2 ADMINISTRATIVO DE CALI,Administrativo,$ 117.966.665
3682,2024-00198,Ordinario Laboral,JUZGADO 016 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 647.931.800
3683,2024-00290,Ordinario Laboral,JUZGADO 014 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 399.450.212
3684,2023-00327,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE CALI,Administrativo,$ 31.726.000
3685,2024-00140,Acción Popular,JUZGADO 004 ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 0
3686,2023-00334,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 9.365.540
3687,2024-00346,Ordinario Laboral,JUZGADO 005 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 330.574.960
3688,2024-00141,Nulidad Simple,JUZGADO 007 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
3689,2024-00163,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 5.192.027
3690,2024-00125,Reparacion Directa,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 260.000.000
3691,2024-41210100129872,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 18.356.894
3692,2023-00329,Contractual,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 717.999.872
3693,2024-41210100129912,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 3.344.207.798
3694,2024-00517,Acción Popular,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 0
3695,2024-41210100130022,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 61.267.611
3696,2024-00146,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE CALI,Administrativo,$ 13.296.677
3697,2024-41210100130012,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 0
3698,2024-41210100129842,Conciliacion prejudicial,Procuraduría de Cali Provincial de Cali,MASC,$ 20.652.314
